battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,price_range
1697,1,0.7,0,1,1,34,0.1,95,1,3,236,1264.0,3701.0,15,9,8,1,1,0,1
763,0,1.7,1,8,1,2,0.5,92,8,14,1028,1186.0,1.0,6,4,8,1,1,0,0
1868,0,2.0,1,0,1,42,0.2,169,1,4,347,660.0,1.0,8,3,7,1,1,1,1
1673,0,2.8,1,7,0,9,0.1,187,3,10,65,734.0,1.0,9,1,10,1,0,1,1
1939,1,2.8,1,0,1,55,0.6,199,4,10,320,520.0,1.0,14,10,18,1,1,0,0
1830,1,1.0,0,7,1,47,0.3,117,1,11,1191,1882.0,3362.0,13,10,11,1,0,0,1
1092,1,0.5,1,10,0,11,0.5,167,3,14,468,571.0,737.0,14,4,11,0,1,0,0
1524,0,2.5,1,11,1,41,1.0,96,4,20,184,740.0,1.0,7,0,9,1,1,1,0
1561,1,1.6,1,1,1,27,0.8,174,3,10,662,874.0,1205.0,12,7,3,1,1,0,0
531,1,0.5,1,0,1,12,0.5,121,4,3,158,,2331.0,18,12,20,1,0,1,1
1911,1,2.0,0,7,1,64,0.6,163,8,8,1795,1958.0,1.0,9,8,11,1,1,0,1
1183,1,0.5,1,3,1,48,0.1,120,8,12,268,1010.0,1.0,8,3,3,1,0,0,0
912,1,2.0,0,1,0,54,0.3,161,8,5,329,1053.0,1.0,19,5,20,0,1,0,0
1678,1,2.3,1,11,0,7,0.5,192,1,14,418,1763.0,574.0,5,3,19,1,0,0,0
705,1,0.5,0,5,1,57,0.9,155,6,9,1114,1374.0,1.0,15,11,18,1,1,1,0
625,1,1.2,1,5,1,10,0.2,183,4,8,635,842.0,3323.0,9,1,7,1,1,1,1
1986,0,2.7,1,3,1,64,0.2,162,4,20,236,1520.0,1.0,5,3,15,1,1,1,1
1072,1,2.2,1,6,0,19,0.4,114,8,16,380,877.0,2715.0,15,9,16,0,1,0,1
1408,1,2.1,1,10,0,45,0.9,89,5,14,613,1088.0,3952.0,8,6,3,0,0,1,1
865,0,2.9,0,5,0,16,0.1,89,4,12,335,1009.0,1.0,13,3,14,0,0,1,1
755,1,2.8,0,5,1,51,0.3,186,4,12,315,990.0,1.0,10,1,16,1,0,1,1
1240,0,1.6,0,0,0,39,0.1,146,2,9,1511,1756.0,3260.0,13,1,17,0,0,1,1
1330,0,0.5,0,0,0,38,1.0,183,7,1,1290,1441.0,1733.0,9,0,11,1,0,1,0
1205,1,2.7,0,5,0,10,0.1,163,6,10,321,1870.0,1.0,18,11,20,0,1,1,0
1395,0,1.8,1,0,0,23,0.1,111,3,1,213,705.0,1.0,11,0,13,1,0,1,1
1779,1,,1,2,0,5,0.8,90,1,3,1225,1717.0,1.0,12,2,20,0,1,0,0
1225,0,0.7,1,6,0,60,0.1,107,2,15,10,1567.0,2423.0,17,11,6,1,0,0,1
1638,0,1.0,0,6,0,2,0.2,189,1,11,440,563.0,2299.0,19,9,9,1,1,1,1
826,1,2.4,1,14,1,57,0.6,117,2,17,1077,1183.0,1907.0,15,14,5,1,0,0,0
864,0,,0,3,1,35,0.3,103,3,7,663,1805.0,1904.0,12,8,13,1,1,1,0
986,1,1.5,0,1,1,23,0.8,183,8,3,471,800.0,2385.0,16,9,19,1,0,0,0
1276,1,2.9,1,2,0,53,0.3,130,2,3,217,735.0,3798.0,19,10,8,1,1,1,1
989,1,2.0,0,4,0,17,0.2,166,3,19,256,1394.0,3892.0,18,7,19,1,1,0,1
1631,0,0.9,1,2,1,3,0.1,198,7,12,177,1905.0,1.0,13,5,13,1,0,0,0
1589,0,0.6,0,0,0,5,0.8,112,5,2,776,1397.0,3430.0,7,5,19,1,1,1,1
1567,0,0.5,1,3,0,22,0.5,119,6,6,545,,2312.0,9,1,18,1,0,0,1
1308,0,1.3,1,8,0,46,0.9,199,1,12,275,989.0,488.0,5,3,9,0,1,0,0
576,0,1.2,0,1,0,30,0.8,162,8,5,847,893.0,2800.0,11,6,16,0,1,1,1
1801,0,0.5,1,6,0,52,0.9,120,6,10,100,1708.0,258.0,14,8,9,1,0,0,0
1250,1,1.5,0,14,1,20,0.4,167,5,18,11,1020.0,3314.0,6,5,6,1,1,1,1
1557,0,2.8,1,16,0,2,0.1,123,5,20,1107,1442.0,2690.0,18,16,9,0,0,1,1
586,1,0.6,0,16,1,42,0.3,121,7,17,785,1118.0,1869.0,12,2,7,1,1,1,1
980,1,0.5,0,0,1,33,0.9,160,6,0,1008,1758.0,2268.0,7,5,4,1,1,0,1
764,1,,1,1,0,13,1.0,152,8,2,361,511.0,1.0,18,7,6,1,1,0,1
1077,1,2.5,0,13,1,49,0.6,131,4,14,334,,3454.0,17,11,2,1,0,1,1
1337,0,0.5,0,13,0,31,0.8,186,2,20,48,644.0,,7,4,16,1,0,1,0
1670,1,3.0,0,14,0,62,0.5,114,8,20,1117,1330.0,3024.0,6,0,20,0,0,1,1
1936,0,1.3,0,2,0,44,0.1,139,3,3,570,1021.0,1.0,17,7,3,0,0,1,0
1554,1,0.5,1,11,0,5,1.0,124,3,12,395,1579.0,3635.0,7,4,18,0,0,0,1
1539,1,2.6,0,0,0,41,0.1,159,8,0,1112,1666.0,1.0,15,9,10,1,0,1,1
1461,0,2.4,1,3,1,40,0.5,141,7,4,1265,1298.0,3799.0,16,1,4,1,0,0,1
1349,1,2.1,1,3,0,46,0.9,134,6,12,212,623.0,1.0,11,7,10,1,0,1,0
1335,1,3.0,0,3,0,60,0.8,180,2,4,83,559.0,3615.0,5,2,9,1,0,0,1
1685,0,0.6,0,14,0,16,0.6,137,7,15,120,1429.0,881.0,6,3,17,0,1,1,0
798,0,0.6,1,6,1,21,0.5,110,2,12,661,,1647.0,12,2,3,1,0,0,0
869,0,1.9,0,0,0,2,0.6,197,7,3,519,533.0,3249.0,19,0,12,0,0,1,1
1403,0,2.7,0,2,1,26,0.1,164,5,3,461,1251.0,1.0,13,9,9,1,0,1,1
1059,0,0.5,1,0,0,50,0.7,182,8,1,519,1545.0,619.0,5,3,18,0,1,1,0
1164,0,1.0,0,4,1,19,0.9,95,8,18,729,1704.0,1.0,15,3,3,1,0,1,1
1288,0,0.5,1,3,1,61,0.2,115,6,6,988,1503.0,1.0,16,6,10,1,0,1,1
920,1,,0,2,0,46,0.8,149,3,3,1058,,2608.0,6,0,2,0,0,1,1
1062,0,0.5,0,3,1,39,0.9,124,4,4,571,817.0,1.0,16,0,11,1,0,1,0
724,0,2.7,1,0,0,44,0.5,187,7,0,1273,1754.0,2311.0,7,6,7,1,0,0,1
977,1,2.8,1,2,0,35,0.6,165,2,15,1502,,3714.0,19,3,10,0,1,1,1
1166,0,1.5,1,0,1,43,0.8,80,4,1,205,,1.0,7,1,7,1,1,0,1
1777,0,2.2,1,0,0,15,0.2,100,4,7,553,874.0,1552.0,10,8,10,1,1,0,0
1342,0,2.8,0,1,0,50,0.1,173,1,8,127,620.0,,7,2,11,0,1,1,1
1368,0,3.0,1,10,0,50,0.2,97,7,18,698,829.0,2496.0,13,6,5,0,1,1,1
1510,1,,1,2,0,45,0.9,180,5,3,708,1752.0,3484.0,9,6,11,0,1,1,1
1882,0,2.0,0,11,1,44,0.8,113,8,19,4,743.0,,19,8,20,1,1,0,1
574,0,2.8,1,16,0,38,0.1,90,6,17,286,1171.0,,8,7,10,0,1,0,1
1802,1,1.2,1,8,0,27,0.5,116,5,16,453,963.0,1.0,10,9,7,1,1,0,1
1579,1,1.5,0,0,0,27,0.2,142,6,18,831,1484.0,1713.0,16,4,10,1,1,1,0
727,1,2.5,1,0,1,185,0.2,193,1,9,664,711.0,1.0,9,1,16,1,1,0,1
1149,1,2.2,0,4,0,30,0.2,106,6,5,1617,1675.0,3755.0,17,14,8,1,0,0,1
932,0,1.3,0,1,0,64,0.7,154,7,2,1176,1224.0,3817.0,8,7,9,1,1,1,1
602,0,0.9,0,9,0,50,0.9,141,8,18,1571,1717.0,1.0,7,5,16,0,1,0,1
1852,0,1.4,0,4,1,10,0.7,196,1,18,580,1163.0,3970.0,13,1,11,1,0,1,1
855,1,0.5,0,2,1,59,0.5,159,2,3,1028,1196.0,1875.0,16,8,8,1,1,1,0
568,0,2.0,0,1,0,36,0.3,179,3,4,181,1703.0,1.0,17,9,9,1,0,0,0
1571,0,1.4,0,0,1,19,0.1,100,6,1,713,1398.0,1.0,12,10,13,1,1,0,0
1804,0,,0,9,1,22,0.6,153,7,19,1158,1244.0,3472.0,9,1,20,1,0,1,1
961,1,1.4,1,0,1,57,0.6,114,8,3,291,1434.0,1.0,18,9,7,1,1,1,1
586,0,0.5,1,1,0,57,0.3,188,2,5,1226,1389.0,,15,4,11,1,1,1,1
1542,0,,0,1,0,43,0.8,182,2,11,346,966.0,3601.0,14,4,16,0,0,0,1
553,1,,1,0,1,18,0.7,136,2,1,1287,1892.0,3300.0,12,10,30,1,0,0,1
1884,0,2.1,1,7,1,43,0.8,185,1,18,451,,,14,8,7,1,1,1,1
537,1,2.0,0,1,1,55,0.3,103,7,2,1041,,,10,5,12,1,1,1,0
1926,1,,1,1,1,33,0.4,172,3,2,982,1157.0,2488.0,6,1,14,1,0,0,1
1766,1,1.3,0,1,0,29,0.5,194,8,20,439,1306.0,2316.0,19,2,6,0,0,1,1
581,0,2.2,0,0,0,59,0.7,185,5,6,803,1613.0,2819.0,19,17,9,0,0,1,1
704,0,2.2,1,4,0,53,0.2,186,6,6,251,1013.0,,7,1,15,1,1,1,1
1989,0,2.5,1,0,1,41,0.8,94,3,13,1100,1497.0,1665.0,17,9,12,1,1,1,1
1068,0,2.7,1,0,1,45,0.6,194,5,1,935,1499.0,1754.0,17,7,9,1,0,1,0
1259,0,,1,0,0,13,0.5,97,2,0,1210,,340.0,17,13,4,1,0,1,0
1284,1,2.8,1,0,0,10,0.9,155,2,14,160,516.0,2197.0,16,2,9,0,1,1,0
1347,0,1.5,1,10,0,56,0.3,95,1,19,398,,1.0,13,0,13,1,1,1,1
1266,0,,0,0,1,5,0.1,95,6,9,1365,1698.0,1687.0,11,0,18,1,0,0,1
1872,1,1.9,0,5,0,35,0.6,111,3,14,1546,,2419.0,15,5,19,0,0,0,1
534,0,0.5,1,4,0,2,0.2,85,5,16,911,1220.0,2466.0,5,3,18,0,1,1,1
659,0,0.5,1,7,1,5,0.3,169,8,10,659,,1.0,16,10,16,1,1,0,0
1063,0,1.5,0,7,0,3,0.9,155,4,10,394,849.0,1919.0,12,10,20,1,1,0,0
866,0,0.5,1,5,1,46,0.5,179,8,7,692,1686.0,3825.0,12,11,2,1,1,1,1
860,1,1.3,1,1,1,49,0.7,141,6,13,692,979.0,3869.0,16,14,20,1,1,1,1
1589,1,2.2,1,2,0,58,0.1,128,4,4,957,1911.0,3961.0,16,14,14,1,0,1,1
1359,0,0.6,0,4,0,59,0.3,86,2,6,1692,1902.0,3142.0,19,3,17,0,1,1,1
1142,1,1.1,0,0,1,6,0.5,198,4,0,739,,1.0,19,0,6,1,0,0,0
840,0,1.2,1,5,1,15,0.3,178,6,8,526,1728.0,2636.0,12,2,6,1,1,0,1
1597,0,2.3,0,11,0,34,0.4,89,1,14,64,1667.0,1.0,16,10,9,0,1,0,0
856,1,1.1,1,14,1,19,0.7,125,6,19,1057,1931.0,650.0,17,0,10,1,0,1,0
674,1,2.9,1,1,0,21,0.2,455,3,4,576,,1.0,6,3,4,1,1,1,0
1469,0,0.5,0,3,1,58,0.5,150,7,8,1699,1850.0,,17,16,2,1,0,0,1
757,1,0.9,1,4,0,64,0.5,157,7,5,114,819.0,1.0,6,5,10,1,1,0,1
1671,0,0.5,1,13,0,5,0.9,179,8,18,398,1263.0,1.0,16,6,10,1,1,1,0
1726,1,0.9,1,2,0,51,0.6,193,4,3,379,1223.0,2239.0,13,9,13,1,0,1,1
1285,0,2.4,0,1,1,51,1.0,140,7,2,475,500.0,2094.0,8,0,10,1,0,0,0
1966,1,1.4,1,2,0,40,0.9,185,8,18,1197,1987.0,1185.0,11,2,20,0,1,0,1
1835,1,2.3,0,4,1,11,0.1,193,7,13,385,583.0,1.0,18,17,14,1,0,0,0
1792,1,1.0,0,3,1,62,0.3,170,7,8,1626,1913.0,2563.0,18,14,15,1,0,1,1
739,1,2.3,1,2,1,58,0.1,88,3,4,1052,,1.0,7,6,6,1,0,1,1
772,0,1.1,1,12,0,39,0.8,81,7,14,1314,1854.0,2819.0,17,15,3,1,1,0,1
1225,1,2.4,0,0,0,15,0.1,155,5,0,840,982.0,1.0,16,8,15,1,1,0,1
1430,0,0.5,1,1,0,27,0.5,183,1,16,1132,1182.0,2832.0,7,1,15,0,1,1,1
574,1,2.0,1,0,1,26,0.5,118,6,2,382,1364.0,1.0,8,4,2,1,0,1,0
840,0,0.6,0,0,1,63,0.8,137,7,19,987,1081.0,1.0,12,8,18,1,1,0,1
869,0,1.3,1,3,0,34,0.1,104,2,4,478,539.0,3864.0,13,3,11,1,0,0,1
936,0,0.5,1,14,1,14,0.1,164,3,17,150,1677.0,3761.0,13,1,12,1,0,0,1
586,0,2.8,0,2,0,15,0.2,83,3,11,241,854.0,2592.0,12,8,3,0,0,0,0
1607,0,1.1,1,6,1,20,1.0,192,2,8,776,1005.0,,11,1,14,1,1,0,0
1973,1,0.5,1,3,0,21,0.8,95,8,7,127,507.0,1724.0,12,10,8,0,0,1,0
1456,0,1.6,1,5,0,49,0.2,193,3,20,1285,,3624.0,12,11,16,1,1,0,1
1617,1,1.3,1,3,1,30,0.7,105,2,4,246,1038.0,829.0,9,0,10,1,0,0,0
518,1,2.4,0,0,1,62,0.6,128,6,0,489,,2514.0,16,12,7,1,1,1,0
1416,1,1.8,1,0,0,20,0.1,93,4,0,1175,1578.0,,10,2,7,0,0,1,1
1517,0,2.5,0,2,1,8,0.8,169,4,18,570,1645.0,2738.0,18,16,12,1,0,0,1
507,1,1.9,1,0,1,39,0.7,142,1,0,17,1084.0,2124.0,6,0,12,1,1,0,0
1413,1,1.7,0,2,0,10,0.2,200,6,6,314,1606.0,2867.0,5,4,15,0,1,0,1
643,0,1.0,0,9,1,18,0.2,187,8,12,442,1079.0,,7,5,18,1,1,1,0
981,1,1.9,1,0,0,2,0.1,136,3,7,75,688.0,1.0,19,12,19,0,0,0,1
713,0,0.9,1,0,0,42,0.1,94,1,14,1048,1123.0,928.0,12,10,9,0,0,1,1
965,1,1.4,0,1,0,13,0.9,197,8,2,645,1275.0,2343.0,17,12,15,1,0,0,1
642,1,0.5,0,0,1,38,0.8,86,5,10,887,,1.0,9,2,2,1,1,0,0
1718,1,2.5,1,14,1,6,0.1,183,5,16,564,980.0,3755.0,7,1,8,1,1,1,1
1000,0,2.7,0,1,1,58,1.0,135,5,12,461,833.0,1.0,7,0,20,1,0,0,0
1744,0,2.8,0,0,1,62,0.7,158,1,0,621,1558.0,345.0,10,6,14,1,0,0,0
1002,1,1.8,0,1,0,45,0.7,180,7,7,948,1007.0,1234.0,19,13,18,1,1,0,0
1949,1,1.4,0,7,0,57,0.3,145,7,11,951,1178.0,1.0,5,3,19,0,0,0,0
622,1,1.9,1,12,0,11,0.8,193,8,14,760,1964.0,1.0,5,0,4,1,1,1,1
1802,0,2.7,1,0,1,10,0.6,101,7,9,253,,696.0,14,7,3,1,1,0,1
1661,0,1.9,1,5,0,23,1.0,172,5,10,846,1634.0,1.0,12,6,11,0,1,1,1
1732,1,1.1,0,4,1,12,0.8,119,8,9,824,881.0,1308.0,16,7,11,1,0,1,0
936,1,2.3,0,5,1,57,0.2,129,2,6,657,,2049.0,12,8,5,1,1,0,0
1893,1,0.5,1,1,0,23,0.1,179,8,3,1203,1432.0,1482.0,15,7,17,0,1,0,1
1995,1,1.9,0,6,0,9,0.8,139,6,18,1830,1963.0,1.0,14,12,18,1,1,1,1
1142,1,1.4,1,6,0,6,0.7,190,8,8,534,855.0,663.0,12,4,5,0,1,1,0
717,1,0.5,1,4,0,10,0.6,198,1,5,217,1106.0,1.0,10,7,15,0,1,0,0
503,1,1.8,1,1,1,13,0.7,131,1,4,1495,1688.0,,19,6,9,1,0,1,1
1023,1,,1,5,1,30,0.2,80,8,7,5,1744.0,1.0,10,0,19,1,1,1,0
557,1,1.6,0,0,0,24,0.5,125,3,0,1131,1315.0,1.0,12,8,3,1,0,1,0
1871,0,2.1,0,4,1,41,0.4,144,8,5,275,1966.0,2727.0,15,8,11,1,0,0,1
1645,1,1.8,0,1,0,21,0.7,123,7,2,897,1308.0,783.0,10,8,20,1,0,0,0
1063,1,2.5,0,0,1,31,0.9,95,6,10,295,,961.0,16,6,5,1,1,0,0
1540,0,0.7,1,1,0,60,0.8,197,7,12,704,,1591.0,19,0,2,1,0,1,0
1029,1,1.9,1,5,1,5,0.2,171,5,8,264,956.0,1.0,15,7,4,1,1,1,0
1341,1,2.1,1,0,0,36,0.4,107,8,1,473,574.0,2200.0,18,14,15,0,1,0,0
1647,0,1.4,1,3,1,38,0.3,102,6,15,193,1185.0,2532.0,16,14,15,1,0,1,1
827,0,1.1,1,2,1,18,0.9,160,2,16,448,821.0,1663.0,14,0,17,1,1,1,0
902,1,0.7,0,3,0,3,0.3,134,7,9,675,1285.0,,12,11,15,0,0,1,1
1210,0,0.5,0,0,0,63,0.1,93,5,0,1177,,2394.0,17,9,7,0,0,0,1
535,0,1.5,0,1,1,48,0.7,113,1,4,290,811.0,740.0,11,10,18,1,1,0,0
525,1,0.5,1,5,0,51,0.5,137,8,11,262,1587.0,1.0,18,3,12,0,1,0,0
1689,0,1.8,0,17,0,24,0.3,127,3,18,954,1200.0,1.0,7,2,7,0,1,1,1
1627,0,0.9,1,9,1,32,0.1,180,6,16,52,1082.0,1.0,12,6,16,1,1,0,1
628,1,1.8,0,5,0,60,0.2,87,6,6,1047,1534.0,1.0,12,7,14,0,1,0,0
1667,0,1.0,1,0,1,21,0.9,138,2,0,1211,1396.0,1.0,17,7,15,1,0,0,0
1591,1,2.2,0,3,1,49,0.4,154,6,7,1384,1883.0,3703.0,17,6,20,1,1,0,1
1980,0,0.5,1,2,1,29,0.8,177,1,13,312,,3865.0,12,10,18,1,0,0,1
1880,1,1.8,0,4,1,18,0.7,138,3,5,71,699.0,3333.0,17,15,7,1,0,0,1
569,1,0.5,1,10,1,4,0.8,170,3,19,351,1159.0,2351.0,8,7,10,1,1,0,0
1368,0,0.5,0,10,1,42,0.2,91,1,20,907,925.0,1590.0,12,0,14,1,0,0,0
584,1,1.8,0,0,1,19,0.3,168,3,0,1123,1622.0,1.0,12,8,4,1,1,0,0
911,1,2.9,0,0,0,46,0.1,181,5,1,461,670.0,1.0,9,5,17,0,1,0,1
894,0,2.1,1,16,0,16,0.7,168,8,20,286,1300.0,3377.0,5,1,6,1,1,1,1
1960,1,2.1,0,1,0,7,0.2,165,7,9,868,877.0,3773.0,11,9,6,0,1,1,1
1807,1,2.9,0,0,0,16,0.2,125,3,0,1221,1415.0,2921.0,8,5,17,0,1,0,1
1476,0,0.5,0,0,1,43,0.7,148,2,2,1789,1972.0,3644.0,15,10,6,1,0,1,1
1981,1,1.9,1,13,0,45,0.3,175,6,18,193,1234.0,1.0,10,1,13,0,1,0,0
1887,1,3.0,1,6,1,17,0.2,126,8,7,1172,1798.0,3348.0,18,16,16,1,1,0,1
543,1,0.5,1,4,1,60,0.7,132,5,7,693,1031.0,933.0,14,0,5,1,1,0,0
571,1,,1,5,1,58,0.6,101,6,11,31,1536.0,555.0,19,10,11,1,0,1,0
1924,0,2.6,0,0,1,59,0.9,136,6,0,1438,1923.0,1.0,10,9,16,1,0,1,1
1502,1,1.2,0,0,0,54,0.2,138,5,12,65,588.0,3693.0,17,14,16,1,1,0,1
1948,0,2.8,1,5,1,18,0.2,135,2,14,477,571.0,816.0,16,2,3,1,0,0,0
1030,0,1.6,1,3,1,58,0.2,138,6,20,1111,1812.0,,6,2,18,1,1,1,1
1030,1,0.5,0,4,1,37,0.7,147,1,8,503,551.0,2800.0,8,6,12,1,0,1,1
1394,1,0.9,1,10,1,62,0.3,175,5,13,1010,1565.0,1.0,11,1,45,1,1,0,0
1588,0,0.5,0,0,1,61,0.8,159,1,13,1064,1594.0,1.0,18,0,17,1,1,0,1
1849,1,2.3,0,7,1,15,0.4,144,5,19,606,1123.0,,14,11,19,1,0,1,1
1938,1,0.5,1,5,0,44,0.5,121,2,9,1299,1935.0,1.0,18,10,18,0,1,0,1
832,0,1.1,0,0,1,46,0.3,93,6,0,820,1366.0,3317.0,8,0,19,1,1,0,1
1727,1,2.1,1,10,0,57,0.3,158,6,18,376,1288.0,512.0,5,2,6,0,0,0,0
723,1,1.9,0,4,0,30,0.3,102,1,7,1467,1901.0,2339.0,19,9,17,0,1,1,1
685,0,,1,8,1,13,0.8,82,7,15,1091,1203.0,3210.0,15,7,2,1,1,1,1
1533,1,1.1,1,18,1,17,0.3,160,4,20,1054,,1.0,8,2,11,1,0,1,1
1717,1,1.3,0,1,0,62,0.7,130,1,3,609,810.0,3226.0,6,4,5,0,1,0,1
643,1,0.7,1,3,1,23,0.8,156,1,9,314,1400.0,,13,6,2,1,0,0,0
1077,1,1.7,1,1,0,58,0.8,86,7,13,135,1892.0,3902.0,9,3,3,1,0,0,1
934,0,2.0,1,2,0,30,0.7,182,8,15,521,1190.0,703.0,10,8,7,0,0,1,0
1261,0,0.5,0,3,1,52,0.3,86,2,9,605,1429.0,1365.0,9,3,16,1,0,1,0
1608,0,1.8,1,7,0,28,0.4,183,2,13,1013,1158.0,1.0,15,11,8,0,0,1,0
1646,0,2.5,0,3,1,25,0.6,200,2,5,211,1608.0,1.0,8,6,11,1,1,0,0
1522,1,0.7,1,4,0,28,0.2,124,1,5,952,1191.0,1368.0,14,5,17,1,0,1,0
555,1,3.0,1,5,1,38,0.8,193,2,10,214,1970.0,1686.0,8,1,8,1,0,1,0
1659,1,2.5,0,2,0,41,0.1,88,7,18,787,1515.0,1.0,12,0,9,0,1,1,0
1604,1,1.9,1,0,1,63,0.6,93,5,2,641,1156.0,1464.0,15,9,20,1,1,0,1
781,1,1.3,1,1,0,64,0.2,88,2,7,368,607.0,3862.0,17,10,9,0,0,0,1
894,0,,1,1,1,50,0.5,199,3,14,1285,1462.0,3615.0,13,0,6,1,0,1,1
808,0,1.9,0,7,0,20,0.8,185,6,14,496,974.0,1.0,13,4,11,0,1,0,0
1829,1,2.1,0,8,0,59,0.1,91,5,15,1457,1919.0,3142.0,16,6,5,1,1,1,1
1430,1,0.9,0,3,0,56,0.1,179,3,5,569,906.0,1.0,17,8,17,0,0,1,0
1271,0,1.5,1,0,0,2,0.9,161,1,1,1260,1788.0,892.0,15,13,20,0,1,0,0
1762,1,2.7,1,13,1,25,0.9,189,1,14,300,,1896.0,14,10,20,1,1,1,1
590,1,,1,0,0,32,0.4,141,6,1,227,509.0,1.0,10,0,6,0,1,0,1
1589,1,1.4,0,3,1,26,0.1,100,8,16,1673,1759.0,3970.0,16,8,18,1,0,1,1
584,1,1.7,1,1,1,19,0.4,199,4,4,919,,3996.0,12,9,17,1,1,1,1
1203,1,0.5,1,0,1,11,0.9,109,2,12,35,510.0,1672.0,17,13,19,1,1,0,0
1569,0,,1,8,0,59,0.9,111,3,16,1261,1383.0,3672.0,15,2,15,1,0,1,1
635,1,0.5,0,9,0,16,1.0,110,7,17,599,1299.0,2452.0,19,17,8,1,0,0,1
1602,0,0.6,0,12,0,58,0.4,170,1,13,1259,1746.0,1.0,17,2,17,0,1,1,1
1108,0,1.0,0,3,0,49,0.7,140,5,12,1298,1666.0,3254.0,12,0,16,1,0,0,1
1983,1,0.5,1,3,0,43,1.0,87,6,10,349,676.0,2775.0,9,4,3,0,1,1,1
1494,0,1.9,0,2,1,47,0.4,129,2,9,207,1177.0,3202.0,13,1,14,1,0,0,1
1195,1,1.1,1,2,1,8,0.9,80,6,6,327,1001.0,1.0,14,2,19,1,0,0,0
1494,0,2.4,0,6,1,3,0.9,93,7,17,944,1003.0,1.0,14,13,17,1,1,0,0
862,0,2.3,0,9,1,6,0.1,107,8,14,829,1977.0,3458.0,9,4,9,1,1,1,1
907,1,2.6,1,7,0,44,0.2,160,3,12,144,896.0,1.0,13,6,8,0,0,0,1
1039,0,,1,8,0,47,0.2,130,8,9,384,1878.0,1742.0,18,12,15,1,0,0,0
1523,1,1.8,0,6,1,11,0.1,129,1,8,148,1606.0,707.0,19,8,19,1,1,0,0
916,1,0.5,0,0,1,47,0.2,82,4,1,1147,1393.0,1659.0,11,10,11,1,1,0,0
1949,0,1.8,0,0,0,20,0.8,186,5,4,518,592.0,1.0,17,10,9,0,0,0,0
1562,1,,1,1,1,7,0.2,190,5,15,642,1533.0,2243.0,12,10,6,1,0,0,1
1892,1,0.7,0,5,0,47,0.4,110,4,10,1399,1564.0,2172.0,17,14,3,1,1,1,1
776,1,1.7,0,0,1,20,1.0,146,4,9,991,1803.0,685.0,15,11,7,1,1,1,0
1575,0,2.5,1,0,1,11,0.2,185,7,20,492,818.0,2182.0,7,3,17,1,1,0,1
712,0,,1,1,0,49,0.6,99,6,3,1131,1743.0,401.0,5,0,10,1,0,1,0
1569,0,2.8,1,17,0,44,0.3,110,4,20,45,1942.0,1260.0,9,2,17,1,0,0,1
582,0,0.5,0,8,0,32,0.7,107,3,11,1043,,,6,1,20,0,1,1,1
1991,1,2.7,0,5,1,64,0.9,145,2,13,1058,1325.0,1733.0,5,3,8,1,1,0,1
1448,0,1.4,1,13,0,26,1.0,156,3,16,1792,1850.0,1175.0,12,9,6,0,1,0,0
1449,0,0.8,1,3,1,10,0.2,144,1,12,1518,1883.0,1032.0,10,0,8,1,1,1,0
1369,1,1.7,1,3,0,28,0.6,108,1,18,1451,1469.0,3206.0,16,15,4,0,0,0,1
1001,0,2.8,1,1,0,40,0.2,117,3,7,922,1836.0,3654.0,13,9,10,1,1,1,1
719,1,0.5,1,0,1,23,0.4,113,6,9,431,1727.0,3990.0,14,9,12,1,1,1,1
583,1,0.9,1,1,0,51,0.9,88,8,2,1658,1794.0,1799.0,16,9,7,0,1,0,0
1793,0,1.8,1,10,0,12,0.5,169,6,17,1086,1418.0,1.0,16,14,15,1,1,1,1
561,1,,0,0,0,11,0.1,163,8,10,492,1176.0,3421.0,16,2,5,1,1,1,1
1727,0,2.1,0,2,1,63,0.6,85,7,8,1463,1992.0,2457.0,19,13,7,1,0,1,1
848,1,,1,4,1,36,0.3,151,4,16,56,527.0,,10,2,19,1,1,1,0
1655,1,0.5,1,6,1,4,0.1,105,3,12,626,1348.0,673.0,10,3,12,1,0,0,0
1049,1,2.2,0,9,0,63,0.5,135,5,17,199,1077.0,1022.0,11,3,13,0,0,0,0
1660,0,2.8,1,4,0,7,0.8,184,1,6,76,1165.0,1531.0,12,0,7,0,0,0,0
1429,0,1.5,1,0,1,40,0.9,100,3,14,246,820.0,3945.0,11,7,18,1,0,1,1
1658,1,1.4,0,0,1,39,0.7,182,1,5,410,522.0,3483.0,10,1,15,1,0,1,1
862,1,0.8,1,3,0,23,0.4,165,2,15,793,1758.0,278.0,16,3,11,0,0,1,0
1996,0,2.5,0,5,1,51,0.4,122,4,9,671,1445.0,1.0,8,7,12,1,0,1,1
1859,0,0.5,1,3,0,22,0.7,164,1,7,1004,1654.0,1.0,17,1,10,1,0,0,0
601,1,1.7,1,3,1,6,0.8,169,4,11,818,1827.0,2651.0,14,8,9,1,0,1,1
1109,1,,1,6,0,57,0.9,151,1,12,124,833.0,1.0,15,10,16,1,0,0,1
1142,1,1.2,0,0,0,2,0.6,114,6,0,623,769.0,1.0,7,0,14,0,1,0,1
634,1,0.8,0,5,0,41,0.2,192,1,12,1362,1853.0,3242.0,18,11,4,1,0,1,1
818,0,,1,2,1,23,0.2,192,5,17,586,1552.0,2518.0,19,12,3,1,1,0,1
